x1,x2,y
48.837111598662545,56.27569375788644,404.7771236468871
36.99226042347754,114.06163543688352,97.31478239603575
64.9940967962429,61.58638753589451,-15.793982829349034
-82.24006973366804,100.71327164225818,-17.44115900116924
58.464297511011424,132.04814917598867,-172.12484992123996
-33.58367858098917,43.02222427967027,141.72249596819776
95.66215362176244,148.34819998234835,222.29808809852418
-8.473733092190336,121.01917478122968,-6.937414085175249
-35.229101856057355,99.0726495316079,-136.67543089197758
79.38615465443038,144.14199813437028,309.1909746044003
-1.4725026147413445,34.96452308486054,-533.5613765440228
25.955723623101196,78.38711064359103,-181.44335991285752
103.20353810132995,22.603274521037072,412.5572811770763
93.9147256415491,78.76257407123147,-32.629932475379235
52.66620702175397,41.47724058060611,466.7182213807339
2.388125491016556,79.09529733534052,-186.74607392388617
7.7179777766751485,36.525765186841554,-1.44400521507999
42.910023731910385,106.60638997556234,-291.6775976097384
72.07287622126171,152.9484690942396,-347.6876464839679
4.047881061082897,21.14686388822772,-541.204785323582
107.85798983673914,84.00806612065958,234.25067527228447
168.55889310874724,45.228819182491236,483.1597989078539
-13.87602513754225,94.83293310559301,-439.0367241600267
44.69487263373938,110.86124837458523,212.7040282286261
-20.788505374922146,21.98833136044857,-121.08686766751457
116.60508792047533,112.9073558058831,205.95964395658052
-40.996223640315904,111.68162320037854,87.54247879517902
86.24610509268933,50.31836098698437,223.05990838027697
19.248933478636392,33.314671701175904,34.668051058901
37.10719104334633,17.03736015754074,662.741091094567
6.524233717784664,96.85633918608757,-192.20350720989893
53.834516001238484,23.211171989924765,197.43535357888686
-83.3497199891887,-10.788816393422707,28.02775419771467
81.4043052941224,88.87436880341748,108.21614376836318
9.435328927362264,61.527331331997,-298.8663912434769
16.76671292281039,84.95318182423803,-659.1764899617831
27.524922604081468,57.62644797534219,27.906018570200374
-22.14459435884011,14.272883635646366,101.60293496671571
24.79941300023263,115.04844161088704,-249.88213954133926
112.19741054240407,65.66240535243534,-23.183468660767176
-60.274522357253375,-26.01834685975564,-620.2871578654033
-10.977627407683705,88.38837902849588,-475.2211250704744
43.464446327737264,40.87070396399284,342.82602662391577
38.31919174617064,128.8811016351381,334.9858410547542
63.551110967103874,62.23778703920291,61.905527294178015
97.55524838516723,74.26354710354077,135.63560496972087
103.93212138582282,120.85881553340232,362.07640343579646
46.59810162675302,38.65551860538274,-52.116622183393105
20.627509084600916,78.71125089120007,-27.902063598097264
-20.753056665330433,92.63347164944834,-111.32464214660337
77.6909253622533,53.8801982279642,-287.8775182757639
46.17360895488094,124.2536501117497,89.6430463307967
-36.53347653610881,11.938552205732563,-166.80156550896245
-41.09180207552919,52.29176656859582,-703.4853129611108
40.78861627297434,-12.199288992201417,191.3913943703724
-1.1260030437991233,98.79696333833333,-429.4715073373709
14.22226963284174,82.24778423192569,-166.5256671661347
-31.65983608222634,85.49670831824051,-685.5391450651504
4.191017591276065,-4.637056615546371,-95.91031680843493
120.734588065539,130.63844374296326,301.81529680749514
48.07080589121186,91.56210364753109,-51.20635532334823
-67.86860950215015,21.787180952161613,-212.61084751074446
43.82182888071166,51.43243346234533,-49.0069582953635
15.371352181772952,92.47830471340355,36.88416126192905
-16.885175998595045,94.34845387760492,-167.1049316249998
17.52355527479097,70.17855724425476,-226.6909580315771
58.145019900030434,105.43469948785179,-877.5452062322835
3.8447381837010077,109.58981856750759,-250.54397027706693
12.479491391675987,61.866171100327776,-470.2828955782196
