x1,y
0.0,-100.0
0.2,-99.52
0.4,-98.08
0.6000000000000001,-95.67999999999999
0.8,-92.32
1.0,-88.0
1.2000000000000002,-82.72
1.4000000000000001,-76.47999999999999
1.6,-69.28
1.8,-61.12
2.0,-52.0
2.2,-41.91999999999999
2.4000000000000004,-30.87999999999998
2.6,-18.879999999999995
2.8000000000000003,-5.9199999999999875
3.0,8.0
3.2,22.880000000000024
3.4000000000000004,38.72000000000003
3.6,55.52000000000001
3.8000000000000003,73.28000000000003
4.0,92.0
4.2,111.68
4.4,132.32000000000005
4.6000000000000005,153.92000000000004
4.800000000000001,176.48000000000008
5.0,200.0
5.2,224.48000000000002
5.4,249.92000000000007
5.6000000000000005,276.32000000000005
5.800000000000001,303.68000000000006
6.0,332.0
6.2,361.2800000000001
6.4,391.5200000000001
6.6000000000000005,422.72000000000014
6.800000000000001,454.8800000000001
7.0,488.0
7.2,522.08
7.4,557.1200000000001
7.6000000000000005,593.1200000000001
7.800000000000001,630.0800000000002
8.0,668.0
8.200000000000001,706.8800000000003
8.4,746.72
8.6,787.52
8.8,829.2800000000002
9.0,872.0
9.200000000000001,915.6800000000002
9.4,960.3200000000002
9.600000000000001,1005.9200000000003
9.8,1052.4800000000002
10.0,1100.0
