x1,y
26.822823299179582,68.81448655885785
30.676806606787547,75.93470660759812
22.022584662241865,56.017365182559914
32.34094281377703,88.21379058928167
17.73721690683655,44.16149694403395
25.275405806829568,70.53667256136121
14.632845803028946,40.860636442676125
24.723630823985562,69.05999817116047
20.13478662296469,53.47755730601997
32.663087387835766,77.66677398894083
11.868830495300477,40.60512461628759
21.77973212292166,60.42513451051357
39.11144112839768,102.96857963472998
8.607419299582265,27.030612333771742
15.655183663537057,47.221024162881314
34.91522802865103,88.32944749299419
25.338653205945754,66.01933966752544
32.53689168574549,85.67734780740768
26.661746589975916,81.88305907040346
10.264549591231962,33.09483491744722
24.42878125618321,66.72055536702794
16.878017440389634,48.27008053572443
21.288674671258637,62.595781530195175
31.97433704821615,84.27553414366088
43.080800769194106,107.80945955798697
38.255755554677734,101.95369536442756
16.75638416910244,50.39035939723696
31.577465023604198,81.5246382464994
9.939790526487949,32.888704294494275
39.95237535340849,91.91478277862191
14.826021854644301,36.976872988010854
23.38067876520942,66.1459299875621
29.49692889188526,83.14087362398902
31.31289025088732,85.51083721206379
35.99511609745848,92.13370750912982
25.774079132070753,66.37155061104207
21.497740247476408,53.75337927203128
18.920155405452952,51.95953736482402
21.123368940508144,59.4531039088863
29.07240409705102,80.65912500076946
19.75120118703947,59.36526763849077
25.502787740173364,78.21596796796304
37.58376492606739,100.92666433797463
28.26711309622094,76.24447925619984
27.96876167008029,65.40873981937845
28.862878900111816,72.6704780697777
11.979733998686086,31.47385511631797
16.415194478308976,49.62400074868348
24.834939452823427,70.7826025267339
23.60398662304475,54.144060069761316
17.10351816497661,47.429163562578594
30.51553844461283,71.20349779957338
19.31748393577345,40.86298379213612
35.36118320886013,94.09077052981935
24.062490658361916,64.08673037343243
24.975438647366495,63.61096306414025
18.665055853185585,50.87697110214304
15.122373814926044,41.82097715465109
25.512101078364008,79.67473756987343
31.20438351576564,80.53406473373376
18.9623143446286,53.83999666710124
26.801951971551617,69.88478064292741
12.807040508538833,30.040120381535722
18.51567683245627,50.27795853527071
27.278648447715415,66.90054364523219
30.55900834850928,72.74925479071153
2.1640532301526783,13.720390411531147
21.401211802633927,61.8338168447979
18.606807669721746,51.29888339680607
26.140733992843924,68.27384534718172
29.453802335182633,72.81233881241015
30.757795520759476,77.98106173742013
21.494807079646336,56.67321401778875
26.757026686545213,75.83216287596761
17.608391410840543,41.41309646674772
14.760010197796731,46.94339791183621
18.19533670221853,55.11642443031385
10.865993859396497,28.23379727889939
39.65294601258987,97.85512146580379
26.73896262211919,70.55883192894525
22.64636212791693,71.38447050920136
26.906162193215096,75.97519697286482
26.0203302617027,65.15517832591466
16.004685237577814,50.05013153312514
24.13432393684542,61.823823270758695
34.59230086219037,93.36985766201904
21.60660298120037,54.069569153451965
33.99318687434998,91.35910848778039
25.55412426371074,62.35281397570664
29.044436028232674,79.91628414913774
7.312066866567761,22.336404242421846
24.29785456211694,61.79672987524236
11.095317537742684,32.51377895635413
26.1360195683878,76.44910544513718
19.048210896154437,47.562247066334514
19.985071613540725,52.165101184997894
25.82085191481822,67.27632870490916
14.283046277601514,41.83418047521029
29.331062572172375,72.09733428693734
32.02767113590535,84.2359632180002
